Id,OrderApi__Sales_Order_Line__c,Name,LastReferencedDate,OrderApi__Item__c,OrderApi__Account__c,OrderApi__Activated_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignment_Badge_Types_CSV__c,OrderApi__Assignments_Allowed__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Cancelled_Date__c,OrderApi__Cancelled_Reason__c,OrderApi__Contact__c,OrderApi__Current_Term_End_Date__c,OrderApi__Current_Term_Start_Date__c,OrderApi__Customer_Link__c,OrderApi__Days_To_Lapse__c,OrderApi__Description__c,OrderApi__Enable_Auto_Renew__c,OrderApi__Entity__c,OrderApi__Expired_Date__c,OrderApi__Grace_Period_End_Date__c,OrderApi__In_Grace_Period__c,OrderApi__Is_Active__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Expired__c,OrderApi__Is_Pending__c,OrderApi__Is_Suspended__c,OrderApi__Is_Upgraded__c,OrderApi__Item_Class__c,OrderApi__Last_Amendment_Date__c,OrderApi__Last_Renewed_Date__c,OrderApi__Last_System_Run__c,OrderApi__Maximum_Number_of_Assignments__c,OrderApi__Next_Scheduled_Renewal_Date__c,OrderApi__Paid_Through_Date__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Status__c,OrderApi__Subscription_Plan__c,OrderApi__Suspended_Date__c,OrderApi__Suspended_Reason__c,OrderApi__System_Refresh__c,OrderApi__Upgraded_Date__c,OrderApi__Upgraded_Subscription__c,OrderApi__Valid_Payment_Method__c,OrderApi__Line_Count__c,OrderApi__Renewals__c,OrderApi__Subscription_Dues_Total__c,CPBase__Subscription_Management_Page_Override__c,CPBase__Hide_In_Portal__c,OrderApi__Hide_In_Portal__c,OrderApi__Renewal_Override__c,OrderApi__Subscription_Management_Page_Override__c,OrderApi__Next_Scheduled_Payment_Date__c,OrderApi__Term_Active_Assignments__c,OrderApi__Term_Assignments_Allowed__c,OrderApi__Term_Dues_Total__c,OrderApi__Term_End_Date__c,OrderApi__Term_Start_Date__c,OrderApi__Payment_Method__c,Membership_Type__c,OrderApi__Sales_Order_Line__r.Id,OrderApi__Item__r.Id,OrderApi__Account__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.Id,OrderApi__Item_Class__r.Id,OrderApi__Subscription_Plan__r.Id,OrderApi__Upgraded_Subscription__r.Id,OrderApi__Payment_Method__r.Id
a1S4W000004D1TAUA0,,000000235,,a154W00000926QuQAI,0014W000025FRkKQAW,2016-08-16,0,,0,Las Vegas,Todd Hall,United States,89117,Nevada,3245 Rosanna St,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpof5QAB,2018-04-13,2017-04-13,"<a href=""/0034W00002Dpof5"" target=""_blank"">Todd Hall</a>",-902,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2017-04-13,2019-05-08,,,2018-04-13,Las Vegas,Todd Hall,United States,89117,Nevada,3245 Rosanna St,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,137.5,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRkKQAW,FON-International Association,0034W00002Dpof5QAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1TBUA0,,000000236,,a154W00000926QuQAI,0014W000025FRkKQAW,2015-01-16,0,,0,Baltimore,Lucinda McKinney,United States,21218,Maryland,1500 Kingsway Road,a0o4W00000M5SknQAF,true,true,,,0034W00002DpoezQAB,2016-04-03,2015-04-03,"<a href=""/0034W00002Dpoez"" target=""_blank"">Lucinda McKinney</a>",-1642,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2015-04-03,2019-05-08,,,2016-04-03,Baltimore,Lucinda McKinney,United States,21218,Maryland,1500 Kingsway Road,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,75,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRkKQAW,FON-International Association,0034W00002DpoezQAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1TCUA0,,000000237,,a154W00000926R6QAI,0014W000025FRlzQAG,2016-07-27,0,,0,Bern,Dustin Curtis,Switzerland,,,Schutzenmattstrasse 11,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofgQAB,2018-04-11,2017-04-11,"<a href=""/0034W00002Dpofg"" target=""_blank"">Dustin Curtis</a>",-904,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2017-04-11,2019-05-08,,,2018-04-11,Bern,Dustin Curtis,Switzerland,,,Schutzenmattstrasse 11,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,300,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRlzQAG,FON-International Association,0034W00002DpofgQAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1TDUA0,,000000238,,a154W00000926R6QAI,0014W000025FRkMQAW,2015-10-12,0,,0,Zurich,Jose Sparks,Switzerland,,,Dreikonigstrasse 26,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofwQAB,2017-06-07,2016-06-07,"<a href=""/0034W00002Dpofw"" target=""_blank"">Jose Sparks</a>",-1212,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2016-06-07,2019-05-08,,,2017-06-07,Zurich,Jose Sparks,Switzerland,,,Dreikonigstrasse 26,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,225,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRkMQAW,FON-International Association,0034W00002DpofwQAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1TEUA0,,000000239,,a154W00000926RDQAY,0014W000025FRm4QAG,2014-07-15,0,,0,BECKENHAM,Elijah Curtis,United Kingdom,BR3 3HL,,125  STANHOPE GROVE,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogQQAR,2114-07-15,2014-07-15,"<a href=""/0034W00002DpogQ"" target=""_blank"">Elijah Curtis</a>",34254,,false,Contact,,,false,true,false,false,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2114-07-15,BECKENHAM,Elijah Curtis,United Kingdom,BR3 3HL,,125  STANHOPE GROVE,Active,a1R4W000004PyfVUAS,,,false,,,false,1,1,25,,false,false,,,,0,0,75,2114-07-15,2014-07-15,,Student Membership,,a154W00000926RDQAY,0014W000025FRm4QAG,FON-International Association,0034W00002DpogQQAR,a134W000009DZGIQA4,a1R4W000004PyfVUAS,,
a1S4W000004D1TFUA0,,000000240,,a154W00000926QvQAI,0014W000025FRlxQAG,2016-03-02,0,,0,Washington,Celia Wallace,United States,20001,District of Columbia,99 H Street Northwest,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofYQAR,2017-03-01,2016-03-02,"<a href=""/0014W000025FRlx"" target=""_blank"">FON-Walmart</a>",-1310,,false,Account,2018-04-22,2017-03-31,false,false,false,true,false,false,false,a134W000009DZGNQA4,,,2019-05-08,,,2017-03-01,Washington,Celia Wallace,United States,20001,District of Columbia,99 H Street Northwest,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,2500,,false,false,,,,0,0,0,,,,Institutional Membership,,a154W00000926QvQAI,0014W000025FRlxQAG,FON-International Association,0034W00002DpofYQAR,a134W000009DZGNQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1TGUA0,,000000241,,a154W00000926QvQAI,0014W000025FRlJQAW,2016-11-28,0,,0,Oyster Bay,Max Foxworth,United States,,New York,45 Mccouns Ln,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpof9QAB,2017-11-27,2016-11-28,"<a href=""/0014W000025FRlJ"" target=""_blank"">FON-Foxworth Consultants, LLC</a>",-1039,,false,Account,2018-04-22,2017-12-27,false,false,false,true,false,false,false,a134W000009DZGNQA4,,,2019-05-08,,,2017-11-27,Oyster Bay,Max Foxworth,United States,,New York,45 Mccouns Ln,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,2500,,false,false,,,,0,0,0,,,,Institutional Membership,,a154W00000926QvQAI,0014W000025FRlJQAW,FON-International Association,0034W00002Dpof9QAB,a134W000009DZGNQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1TTUA0,,000000254,,a154W00000926R6QAI,0014W000025FRlyQAG,2014-09-18,0,,0,Draper,Nellie Jensen,United States,84020,Utah,138 East 12300 South,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofZQAR,2016-04-04,2015-04-04,"<a href=""/0034W00002DpofZ"" target=""_blank"">Nellie Jensen</a>",-1641,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2015-04-04,2019-05-08,,,2016-04-04,Draper,Nellie Jensen,United States,84020,Utah,138 East 12300 South,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,250,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRlyQAG,FON-International Association,0034W00002DpofZQAR,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1TUUA0,,000000255,,a154W00000926RDQAY,0014W000025FRm1QAG,2018-04-22,0,,0,BROMLEY,Cory Reed,United Kingdom,BR1 5NW,,45  SHAW ROAD,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogBQAR,2117-10-03,2017-10-03,"<a href=""/0034W00002DpogB"" target=""_blank"">Cory Reed</a>",35430,,false,Contact,,,false,true,false,false,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2117-10-03,BROMLEY,Cory Reed,United Kingdom,BR1 5NW,,45  SHAW ROAD,Active,a1R4W000004PyfVUAS,,,false,,,false,1,1,25,,false,false,,,,0,0,75,2117-10-03,2017-10-03,,Student Membership,,a154W00000926RDQAY,0014W000025FRm1QAG,FON-International Association,0034W00002DpogBQAR,a134W000009DZGIQA4,a1R4W000004PyfVUAS,,
a1S4W000004D1TVUA0,,000000256,,a154W00000926QuQAI,0014W000025FRm4QAG,2018-04-22,0,,0,BECKENHAM,Delia Flores,United Kingdom,BR3 5JW,,4 2 WYEFIELD THE KNOLL,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogPQAR,2018-06-30,2017-10-26,"<a href=""/0034W00002DpogP"" target=""_blank"">Delia Flores</a>",-824,,false,Contact,2018-07-13,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2018-06-30,BECKENHAM,Delia Flores,United Kingdom,BR3 5JW,,4 2 WYEFIELD THE KNOLL,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,112.5,,false,false,,,,0,0,0,,,,Associate Membership,,a154W00000926QuQAI,0014W000025FRm4QAG,FON-International Association,0034W00002DpogPQAR,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1TWUA0,,000000257,,a154W00000926R6QAI,0014W000025FRlLQAW,2018-04-22,0,,0,Lansing,Jose Hernandez,United States,48910,Michigan,4931 Contec Dr,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpog0QAB,2018-06-30,2017-10-27,"<a href=""/0034W00002Dpog0"" target=""_blank"">Jose Hernandez</a>",-824,,false,Contact,2018-07-13,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2018-06-30,Lansing,Jose Hernandez,United States,48910,Michigan,4931 Contec Dr,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,225,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRlLQAW,FON-International Association,0034W00002Dpog0QAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1TXUA0,,000000263,,a154W00000926RDQAY,0014W000025FRkKQAW,2018-03-05,0,,0,Arlington,Justin Pratt,United States,22201,Virginia,932 N Kenmore St,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpof0QAB,2019-03-04,2018-03-05,"<a href=""/0014W000025FRkK"" target=""_blank"">FON-ABC Corporation</a>",-577,,false,Account,2019-05-08,2019-04-03,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2019-03-04,Arlington,Justin Pratt,United States,22201,Virginia,932 N Kenmore St,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,125000,,false,false,,,,0,0,0,,,,Student Membership,,a154W00000926RDQAY,0014W000025FRkKQAW,FON-International Association,0034W00002Dpof0QAB,a134W000009DZGIQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1TYUA0,,000000265,,a154W00000926RDQAY,0014W000025FRkTQAW,2018-07-04,0,,0,,Tom Jerry,,,,,a0o4W00000M5SknQAF,true,true,,,0034W00002DpohLQAR,2019-07-03,2018-07-04,"<a href=""/0014W000025FRkT"" target=""_blank"">FON-Tom Jerry Person</a>",-456,,false,Account,2019-08-21,2019-08-02,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2018-07-13,,,2019-07-03,,Fonteva Default Contact,,,,,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,45,,false,false,,,,0,0,0,,,,Student Membership,,a154W00000926RDQAY,0014W000025FRkTQAW,FON-International Association,0034W00002DpohLQAR,a134W000009DZGIQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1TZUA0,,000000266,,a154W00000926R6QAI,0014W000025FRkTQAW,2018-07-05,0,,0,,Tom Jerry,,,,,a0o4W00000M5SknQAF,true,true,,,0034W00002DpohLQAR,2019-07-04,2018-07-05,"<a href=""/0014W000025FRkT"" target=""_blank"">FON-Tom Jerry Person</a>",-455,,false,Account,2019-08-21,2019-08-03,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2018-07-13,,,2019-07-04,,Fonteva Default Contact,,,,,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,300,,false,false,,,,0,0,0,,,,Professional Membership,,a154W00000926R6QAI,0014W000025FRkTQAW,FON-International Association,0034W00002DpohLQAR,a134W000009DZGIQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1TaUAK,a1I4W00000HFa8HUAT,000000267,,a154W00000926QuQAI,0014W000025FRl6QAG,2018-07-09,0,,0,McLean,Tom Honey,United States,22102,Virginia,7911 West ParkDrive,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodcQAB,2020-07-08,2018-07-09,"<a href=""/0034W00002Dpodc"" target=""_blank"">Tory Kenton</a>",-85,,false,Contact,2020-09-29,2020-08-07,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2018-07-09,2019-05-08,,,2020-07-08,McLean,Tory Kenton,United States,22102,Virginia,7911 West ParkDrive,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,2,150,,false,false,,,,0,0,0,,,,Associate Membership,a1I4W00000HFa8HUAT,a154W00000926QuQAI,0014W000025FRl6QAG,FON-International Association,0034W00002DpodcQAB,a134W000009DZGIQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1TbUAK,a1I4W00000HFa8IUAT,000000268,,a154W00000926RkQAI,0014W000025FRl6QAG,2018-07-09,0,a0k4W00000DtAGVQA3,0,McLean,Tom Honey,United States,22102,Virginia,7911 West ParkDrive,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodcQAB,2019-06-30,2018-07-09,"<a href=""/0034W00002Dpodc"" target=""_blank"">Tory Kenton</a>",-459,,false,Contact,2020-09-29,2019-06-30,false,false,false,true,false,false,false,a134W000009DZGNQA4,,,2019-05-08,,,2019-06-30,McLean,Tory Kenton,United States,22102,Virginia,7911 West ParkDrive,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,5000,,false,false,,,,0,0,0,,,,Company Membership,a1I4W00000HFa8IUAT,a154W00000926RkQAI,0014W000025FRl6QAG,FON-International Association,0034W00002DpodcQAB,a134W000009DZGNQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1TcUAK,,000000271,,a154W00000926R6QAI,0014W000025FRkKQAW,2018-07-13,0,,0,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodbQAB,2022-09-19,2018-07-13,"<a href=""/0034W00002Dpodb"" target=""_blank"">Bob Kelley</a>",718,,false,Contact,2019-08-21,2022-10-19,false,true,false,false,false,false,false,a134W000009DZGIQA4,,2019-11-12,2019-05-08,,,2022-09-19,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,Active,a1R4W000004PyfOUAS,,,false,,,false,5,4,1240,,false,false,,,,0,0,0,2020-09-19,2019-09-20,,Professional Membership,,a154W00000926R6QAI,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a134W000009DZGIQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1TdUAK,a1I4W00000HFa8TUAT,000000275,,a154W00000926QvQAI,0014W000025FRl8QAG,2018-08-01,0,,0,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodfQAB,2018-08-05,2018-08-01,"<a href=""/0034W00002Dpodf"" target=""_blank"">Etta Brown</a>",-788,,false,Contact,2019-01-13,2018-08-15,false,false,false,true,false,false,false,a134W000009DZGNQA4,,2018-08-01,2019-05-08,,,2018-08-05,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,Expired,a1R4W000004PyfNUAS,,,false,,,false,2,2,2560,,false,false,,,,0,0,0,,,,Institutional Membership,a1I4W00000HFa8TUAT,a154W00000926QvQAI,0014W000025FRl8QAG,FON-International Association,0034W00002DpodfQAB,a134W000009DZGNQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1TeUAK,a1I4W00000HFa8ZUAT,000000276,,a154W00000926RkQAI,0014W000025FRl8QAG,2018-08-09,0,a0k4W00000DtAGVQA3,0,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodfQAB,2019-06-30,2018-08-09,"<a href=""/0034W00002Dpodf"" target=""_blank"">Etta Brown</a>",-459,,false,Contact,2020-09-29,2019-06-30,false,false,false,true,false,false,false,a134W000009DZGNQA4,,,2019-05-08,,,2019-06-30,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,5000,,false,false,,,,0,0,0,,,,Company Membership,a1I4W00000HFa8ZUAT,a154W00000926RkQAI,0014W000025FRl8QAG,FON-International Association,0034W00002DpodfQAB,a134W000009DZGNQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1TfUAK,a1I4W00000HFa8aUAD,000000277,,a154W00000926QuQAI,0014W000025FRkuQAG,2018-08-14,0,,0,,Adam Sandler,,,,,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodTQAR,2019-08-13,2018-08-14,"<a href=""/0034W00002DpodT"" target=""_blank"">Adam Sandler</a>",-415,,false,Contact,2020-09-29,2019-09-12,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2019-08-13,,Adam Sandler,,,,,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,150,,false,false,,,,0,0,0,,,,Associate Membership,a1I4W00000HFa8aUAD,a154W00000926QuQAI,0014W000025FRkuQAG,FON-International Association,0034W00002DpodTQAR,a134W000009DZGIQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1TgUAK,a1I4W00000HFa8cUAD,000000278,,a154W00000926QuQAI,0014W000025FRmIQAW,2018-08-14,0,,0,,Mila Kunis,,,,,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofTQAR,2019-08-13,2018-08-14,"<a href=""/0014W000025FRmI"" target=""_blank"">FON-Default Account</a>",-415,,true,Account,2020-09-29,2019-09-12,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,,,,2019-08-13,,Genevieve Ball,,,,,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,150,,false,false,,,,0,0,0,,,,Associate Membership,a1I4W00000HFa8cUAD,a154W00000926QuQAI,0014W000025FRmIQAW,FON-International Association,0034W00002DpofTQAR,a134W000009DZGIQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1ThUAK,a1I4W00000HFa8eUAD,000000279,,a154W00000926QuQAI,0014W000025FRmIQAW,2018-08-14,0,,0,,Mila Kunis,,,,,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofTQAR,2019-08-13,2018-08-14,"<a href=""/0014W000025FRmI"" target=""_blank"">FON-Default Account</a>",-415,,false,Account,2020-09-29,2019-09-12,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,,,,2019-08-13,,Genevieve Ball,,,,,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,150,,false,false,,,,0,0,0,,,,Associate Membership,a1I4W00000HFa8eUAD,a154W00000926QuQAI,0014W000025FRmIQAW,FON-International Association,0034W00002DpofTQAR,a134W000009DZGIQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1TiUAK,a1I4W00000HFa8jUAD,000000280,,a154W00000926R6QAI,0014W000025FRkKQAW,2018-08-22,0,,0,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpof0QAB,2019-08-21,2018-08-22,"<a href=""/0034W00002Dpof0"" target=""_blank"">Justin Pratt</a>",-407,,false,Contact,2019-09-21,2019-09-20,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2019-08-21,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,300,,false,false,,,,0,0,0,,,,Professional Membership,a1I4W00000HFa8jUAD,a154W00000926R6QAI,0014W000025FRkKQAW,FON-International Association,0034W00002Dpof0QAB,a134W000009DZGIQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1TjUAK,a1I4W00000HFa8jUAD,000000281,,a154W00000926R6QAI,0014W000025FRkKQAW,2018-08-22,0,,0,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpof0QAB,2019-08-21,2018-08-22,"<a href=""/0034W00002Dpof0"" target=""_blank"">Justin Pratt</a>",-407,,false,Contact,2019-09-21,2019-09-20,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2019-08-21,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,300,,false,false,,,,0,0,0,,,,Professional Membership,a1I4W00000HFa8jUAD,a154W00000926R6QAI,0014W000025FRkKQAW,FON-International Association,0034W00002Dpof0QAB,a134W000009DZGIQA4,a1R4W000004PyfOUAS,,
a1S4W000004D1TkUAK,a1I4W00000HFa8mUAD,000000282,,a154W00000926RkQAI,0014W000025FRkzQAG,2018-09-30,0,a0k4W00000DtAGVQA3,0,Washington,One Individual,United States,20260,District of Columbia,475 L'Enfant Plaza Southwest,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogpQAB,2019-06-30,2018-09-30,"<a href=""/0014W000025FRkz"" target=""_blank"">FON-Parent Entity</a>",-459,,false,Account,2020-09-29,2019-06-30,false,false,false,true,false,false,false,a134W000009DZGNQA4,,,2019-05-08,,,2019-06-30,Washington,One Individual,United States,20260,District of Columbia,475 L'Enfant Plaza Southwest,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,5000,,false,false,,,,0,0,0,,,,Company Membership,a1I4W00000HFa8mUAD,a154W00000926RkQAI,0014W000025FRkzQAG,FON-International Association,0034W00002DpogpQAB,a134W000009DZGNQA4,a1R4W000004PyfNUAS,,
a1S4W000004D1TlUAK,a1I4W00000HFa8oUAD,000000283,,a154W00000926SdQAI,0014W000025FRkKQAW,2018-10-01,0,,0,Arlington,Bob Goodman,United States,22201,Virginia,932 N Kenmore St,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogaQAB,2019-09-30,2018-10-01,"<a href=""/0034W00002Dpoga"" target=""_blank"">Bob Goodman</a>",-367,,false,Contact,2019-10-01,,false,false,false,true,false,false,false,a134W000009DZGoQAO,,,2019-05-08,,,2019-09-30,Arlington,Bob Goodman,United States,22201,Virginia,932 N Kenmore St,Expired,a1R4W000004PyfTUAS,,,false,,,false,1,1,4.17,,false,false,,,,0,0,0,,,,Associations Today Magazine,a1I4W00000HFa8oUAD,a154W00000926SdQAI,0014W000025FRkKQAW,FON-International Association,0034W00002DpogaQAB,a134W000009DZGoQAO,a1R4W000004PyfTUAS,,
a1S4W000004D1TmUAK,a1I4W00000HFa8pUAD,000000284,,a154W00000926SdQAI,0014W000025FRm3QAG,2018-10-01,0,,0,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogMQAR,2019-09-30,2018-10-01,"<a href=""/0034W00002DpogM"" target=""_blank"">Harvey Jordan</a>",-367,,false,Contact,2019-10-01,,false,false,false,true,false,false,false,a134W000009DZGoQAO,,,2019-05-08,,,2019-09-30,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,Expired,a1R4W000004PyfTUAS,,,false,,,false,1,1,4.17,,false,false,,,,0,0,0,,,,Associations Today Magazine,a1I4W00000HFa8pUAD,a154W00000926SdQAI,0014W000025FRm3QAG,FON-International Association,0034W00002DpogMQAR,a134W000009DZGoQAO,a1R4W000004PyfTUAS,,
a1S4W000004D1TnUAK,a1I4W00000HFa9MUAT,000000286,,a154W00000926RDQAY,0014W000025FRlMQAW,2018-11-21,0,,0,,Harry Potter,,,,,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodyQAB,2019-11-20,2018-11-21,"<a href=""/0034W00002Dpody"" target=""_blank"">Harry DeGarmo</a>",-316,,false,Contact,2019-12-21,2019-12-20,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2019-11-20,,Harry DeGarmo,,,,,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,45,,false,false,,,,0,0,0,,,a194W000009Mx8ZQAS,Student Membership,a1I4W00000HFa9MUAT,a154W00000926RDQAY,0014W000025FRlMQAW,FON-International Association,0034W00002DpodyQAB,a134W000009DZGIQA4,a1R4W000004PyfOUAS,,a194W000009Mx8ZQAS
a1S4W000004D1ToUAK,a1I4W00000HFa9eUAD,000000287,,a154W00000926QzQAI,0014W000025FRl9QAG,2019-01-09,0,,0,,Sarah Taylor,,,,,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodgQAB,2019-06-30,2019-01-09,"<a href=""/0034W00002Dpodg"" target=""_blank"">Sarah Taylor</a>",-459,,false,Contact,2020-09-29,2019-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2019-06-30,,Sarah Taylor,,,,,Expired,a1R4W000004PyfNUAS,,,false,,,false,3,1,1050,,false,false,,,,0,0,0,,,,FON - National Membership,a1I4W00000HFa9eUAD,a154W00000926QzQAI,0014W000025FRl9QAG,FON-International Association,0034W00002DpodgQAB,a134W000009DZGIQA4,a1R4W000004PyfNUAS,,
