Id,EventApi__Assignment__c,Name,EventApi__Event__c,EventApi__Account__c,EventApi__Contact__c,EventApi__Email__c,EventApi__Full_Name__c,EventApi__Is_Checked_In__c,EventApi__Is_Registered__c,EventApi__Preferred_Email__c,EventApi__Registration_Date__c,EventApi__Registration_Group__c,EventApi__Registration_Site_Url__c,EventApi__Sales_Order_Line__c,EventApi__Sales_Order__c,EventApi__Send_Notification__c,EventApi__Status__c,EventApi__Ticket_Type__c,EventApi__Registration_Total__c,EventApi__Contact_Created_by_System__c,EventApi__Invitation_Status__c,EventApi__Is_Invitation_Accepted__c,EventApi__Is_Invitation_Declined__c,EventApi__Is_Invitation_Not_Sent__c,EventApi__Is_Invitation_Sent__c,EventApi__Last_Invitation_Email_Sent__c,EventApi__Max_Guests_Allowed__c,EventApi__Refund_Requested__c,EventApi__Seat__c,EventApi__Send_Invitation_Email__c,EventApi__First_Name__c,EventApi__Last_Name__c,EventApi__Assigned_Guest_Ticket_Type__c,EventApi__Invitation_Source__c,Test_Engagement_Score__c,Event_Name__c,Event_NameDis__c,Ticket__c,EventApi__Assignment__r.Id,EventApi__Event__r.Id,EventApi__Account__r.Id,EventApi__Contact__r.Id,EventApi__Registration_Group__r.Id,EventApi__Sales_Order_Line__r.Id,EventApi__Sales_Order__r.Id,EventApi__Ticket_Type__r.Id,EventApi__Seat__r.Id,EventApi__Assigned_Guest_Ticket_Type__r.Id
a1W4W00000Aq8flUAB,a0j4W00000E3JpzQAF,000001256,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wX0UAJ,,a1I4W00000HFZjiUAH,a1J4W00000CgFoIUAV,false,Registered,a1j4W00000SEaFwQAL,100,false,Not Sent,false,false,true,false,,,false,a284W00000N1GHFQA3,false,prathyusha,Test (Guest),,,,Awards - Tables With Assigned Seating (Community Event),,,a0j4W00000E3JpzQAF,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,a1Z4W00002A8wX0UAJ,a1I4W00000HFZjiUAH,a1J4W00000CgFoIUAV,a1j4W00000SEaFwQAL,a284W00000N1GHFQA3,
a1W4W00000Aq8fmUAB,a0j4W00000E3Jq0QAF,000001257,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wX0UAJ,,a1I4W00000HFZjjUAH,a1J4W00000CgFoIUAV,false,Registered,a1j4W00000SEaFwQAL,100,false,Not Sent,false,false,true,false,,,false,a284W00000N1GHGQA3,false,prathyusha,Test (Guest),,,,Awards - Tables With Assigned Seating (Community Event),,,a0j4W00000E3Jq0QAF,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,a1Z4W00002A8wX0UAJ,a1I4W00000HFZjjUAH,a1J4W00000CgFoIUAV,a1j4W00000SEaFwQAL,a284W00000N1GHGQA3,
a1W4W00000Aq8fnUAB,a0j4W00000E3Jq1QAF,000001258,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W00002A8wX0UAJ,,a1I4W00000HFZjkUAH,a1J4W00000CgFoIUAV,false,Registered,a1j4W00000SEaFwQAL,100,false,Not Sent,false,false,true,false,,,false,a284W00000N1GHHQA3,false,prathyusha,Test (Guest),,,,Awards - Tables With Assigned Seating (Community Event),,,a0j4W00000E3Jq1QAF,a1Y4W000002r0bnUAA,0014W000025FRkNQAW,0034W00002DpocWQAR,a1Z4W00002A8wX0UAJ,a1I4W00000HFZjkUAH,a1J4W00000CgFoIUAV,a1j4W00000SEaFwQAL,a284W00000N1GHHQA3,
a1W4W00000Aq8foUAB,a0j4W00000E3Jq2QAF,000001259,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,,test2@mailinator.com,Test Test2,false,false,test2@mailinator.com,2019-08-13,a1Z4W00002A8wX1UAJ,,a1I4W00000HFZjsUAH,a1J4W00000CgFoNUAV,false,Registered,a1j4W00000SEaFvQAL,100,true,Not Sent,false,false,true,false,,,false,,false,Test,Test2,,,,Annual Meeting (Community Event),,,a0j4W00000E3Jq2QAF,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,,a1Z4W00002A8wX1UAJ,a1I4W00000HFZjsUAH,a1J4W00000CgFoNUAV,a1j4W00000SEaFvQAL,,
a1W4W00000Aq8fpUAB,a0j4W00000E3Jq3QAF,000001260,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,,test2@mailinator.com,Test Test2 (Guest),false,false,test2@mailinator.com,2019-08-13,a1Z4W00002A8wX1UAJ,,a1I4W00000HFZjtUAH,a1J4W00000CgFoNUAV,false,Registered,a1j4W00000SEaFvQAL,100,true,Not Sent,false,false,true,false,,,false,,false,Test,Test2 (Guest),,,,Annual Meeting (Community Event),,,a0j4W00000E3Jq3QAF,a1Y4W000002r0bmUAA,0014W000025FRkNQAW,,a1Z4W00002A8wX1UAJ,a1I4W00000HFZjtUAH,a1J4W00000CgFoNUAV,a1j4W00000SEaFvQAL,,
a1W4W00000Aq8fqUAB,,000001262,a1Y4W000002r0boUAA,,,kjhkhkj@mailinator.com,akjshakdfhkjh khkjhkjkh,false,false,kjhkhkj@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W3s000002kHC9EAM&event=a1Y6A000002a2ZGUAY,,,false,Accepted,a1j4W00000SEaFxQAL,0,false,Sent,true,false,false,true,2019-08-22T18:10:22.000+0000,1,false,,false,akjshakdfhkjh,khkjhkjkh,a1j4W00000SEaFxQAL,Manual Add Attendees,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,,,,,a1j4W00000SEaFxQAL,,a1j4W00000SEaFxQAL
a1W4W00000Aq8frUAB,,000001272,a1Y4W000002r0bpUAA,,0034W00002DpoeCQAR,dalzugaray@mailinator.com,Diego Alzugaray,false,false,dalzugaray@mailinator.com,2019-11-02,a1Z4W00002A8wX4UAJ,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000SEaFyQAL,0,false,Not Sent,false,false,true,false,,,false,,false,Diego,Alzugaray,,,,Fonteva Free Events Webinar,,,,a1Y4W000002r0bpUAA,,0034W00002DpoeCQAR,a1Z4W00002A8wX4UAJ,,,a1j4W00000SEaFyQAL,,
a1W4W00000Aq8hxUAB,,000000325,a1Y4W000002r0btUAA,,0034W00002DpofDQAR,adamclintford@mailinator.com,Adam Clintford,false,false,adamclintford@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6.force.com/apex/eventapi__router?site=a0d1I00000056haQAA&event=a1Y1I000000AeTnUAK&attendee=a1W1I000000AIdhUAG,,,false,Invited,,10,false,Sent,false,false,false,true,2017-11-02T18:36:00.000+0000,0,false,,false,,,,,,Press Conference (Lightning Event),,,,a1Y4W000002r0btUAA,,0034W00002DpofDQAR,,,,,,
a1W4W00000Aq8hyUAB,,000000326,a1Y4W000002r0brUAA,,0034W00002DpodbQAB,,Bob Kelley,false,false,demo@fonteva.com,2017-11-21,,https://us-tdm-tso-15eb63ff4c6.force.com/s,,,false,Registered,,0,false,Sent,false,false,false,true,2017-11-21T23:30:00.000+0000,,false,,false,,,,,,Awards Dinner (Lightning Event),Awards Dinner (Lightning Event),Member Pass,,a1Y4W000002r0brUAA,,0034W00002DpodbQAB,,,,,,
a1W4W00000Aq8hzUAB,,000000327,a1Y4W000002r0brUAA,,0034W00002DpodbQAB,,Bob Kelley,false,false,demo@fonteva.com,2017-11-21,,https://us-tdm-tso-15eb63ff4c6.force.com/s,,,false,Registered,,0,false,Sent,false,false,false,true,2017-11-21T23:30:00.000+0000,,false,,false,,,,,,Awards Dinner (Lightning Event),Awards Dinner (Lightning Event),Member Pass,,a1Y4W000002r0brUAA,,0034W00002DpodbQAB,,,,,,
a1W4W00000Aq8i0UAB,,000000430,a1Y4W000002r0btUAA,,0034W00002DpodbQAB,bob.kelly@mailinator.com,Bob Kelley,false,false,bob.kelly@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/apex/eventapi__router?site=a0d6A000001RhaTQAS&event=a1Y6A000000awjhUAA&attendee=a1W6A0000019yP1UAI,,,false,Invited,,10,false,Sent,false,false,false,true,2018-07-03T20:45:18.000+0000,0,false,,false,,,,,,Press Conference (Lightning Event),Press Conference (Lightning Event),Member Pass,,a1Y4W000002r0btUAA,,0034W00002DpodbQAB,,,,,,
a1W4W00000Aq8i1UAB,,000000431,a1Y4W000002r0btUAA,,0034W00002DpodbQAB,anagaraj@fonteva.com,Bob Kelley,false,false,anagaraj@fonteva.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/apex/eventapi__router?site=a0d6A000001RhaTQAS&event=a1Y6A000000awjhUAA&attendee=a1W6A0000019yP6UAI,,,false,Invited,,10,false,Sent,false,false,false,true,2018-07-03T20:46:20.000+0000,0,false,,true,,,,,,Press Conference (Lightning Event),Press Conference (Lightning Event),Member,,a1Y4W000002r0btUAA,,0034W00002DpodbQAB,,,,,,
a1W4W00000Aq8i2UAB,,000000432,a1Y4W000002r0btUAA,,0034W00002DpofDQAR,jsmith@fonteva.com,Adam Clintford,false,false,jsmith@fonteva.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/apex/eventapi__router?site=a0d6A000001RhaTQAS&event=a1Y6A000000awjhUAA&attendee=a1W6A0000019yPBUAY,,,false,Invited,,10,false,Declined,false,false,false,true,2018-07-03T21:10:08.000+0000,0,false,,false,,,,,,Press Conference (Lightning Event),,,,a1Y4W000002r0btUAA,,0034W00002DpofDQAR,,,,,,
a1W4W00000Aq8i4UAB,a0j4W00000E3JytQAF,000000446,a1Y4W000002r0bmUAA,,,,george foreman,false,false,dalzugaray+gf@fonteva.com,2019-02-18,a1Z4W00002A8wXbUAJ,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,a1I4W00000HFZrwUAH,a1J4W00000CgG64UAF,false,Registered,a1j4W00000SEaG6QAL,275,true,Not Sent,false,false,true,false,,,false,,false,george,foreman,,,,Annual Meeting (Community Event),,,a0j4W00000E3JytQAF,a1Y4W000002r0bmUAA,,,a1Z4W00002A8wXbUAJ,a1I4W00000HFZrwUAH,a1J4W00000CgG64UAF,a1j4W00000SEaG6QAL,,
a1W4W00000Aq8i5UAB,,000000450,a1Y4W000002r0boUAA,,0034W00002DpodeQAB,terry.barron@mailinator.com,Terry Barron,false,false,terry.barron@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUIUAY&event=a1Y6A000002a2ZGUAY,,,false,,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,,,false,,true,Terry,Barron,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpodeQAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8i6UAB,,000000451,a1Y4W000002r0boUAA,,,guestcontact1@yopmail.com,Guest Contact1,false,false,guestcontact1@yopmail.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUJUAY&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Guest,Contact1,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8i7UAB,,000000453,a1Y4W000002r0boUAA,,,dalzugaray+gf@fonteva.com,george foreman,false,false,dalzugaray+gf@fonteva.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umULUAY&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,george,foreman,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8i8UAB,,000000456,a1Y4W000002r0boUAA,,0034W00002Dpoh5QAB,qureshi@mailinator.com,Carol Samuels,false,false,csamuels@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUOUAY&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Caro,Qureshi,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002Dpoh5QAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8i9UAB,,000000457,a1Y4W000002r0boUAA,,0034W00002Dpoh6QAB,caroline@mailinator.com,Claudia Henry,false,false,chenry@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUPUAY&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Caroline,Qureshi,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002Dpoh6QAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iAUAR,,000000458,a1Y4W000002r0boUAA,,0034W00002Dpoh4QAB,,Caroline Qureshi,false,false,,,,,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Not Sent,false,false,true,false,,,false,,false,Caroline,Qureshi,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002Dpoh4QAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iBUAR,,000000459,a1Y4W000002r0boUAA,,0034W00002DpogsQAB,,FON Draft Invoice,false,false,,,,,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Not Sent,false,false,true,false,,,false,,false,FON,Draft Invoice,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpogsQAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iCUAR,,000000460,a1Y4W000002r0boUAA,,0034W00002DpognQAB,,Janice Smythe,false,false,jsmythe@mailinator.com,,,,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Not Sent,false,false,true,false,,,false,,false,John,Smythe,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpognQAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iDUAR,,000000463,a1Y4W000002r0boUAA,,0034W00002DpogzQAB,,FON Full Refund,false,false,,,,,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Not Sent,false,false,true,false,,,false,,false,FON,Full Refund,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpogzQAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iEUAR,,000000464,a1Y4W000002r0boUAA,,0034W00002Dpoe1QAB,lucifer@mailinator.com,Lucy Star,false,false,lstar@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUWUAY&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Lucifer,Morningstar,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002Dpoe1QAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iFUAR,,000000465,a1Y4W000002r0boUAA,,,blahblah@mailinator.com,Blah Blah,false,false,blahblah@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUXUAY&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Blah,Blah,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iGUAR,,000000467,a1Y4W000002r0boUAA,,0034W00002Dpoe2QAB,mc@mailinator.com,Manju Caro,false,false,mc@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUZUAY&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Manju,Caro,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002Dpoe2QAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iHUAR,,000000473,a1Y4W000002r0boUAA,,0034W00002DpodkQAB,cqinforms@mailinator.com,Max Tucker,false,false,mtucker@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUfUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,CQ,INFORMS,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpodkQAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iIUAR,,000000475,a1Y4W000002r0boUAA,,,htuesday@mailinator.com,Hayley Tuesday,false,false,htuesday@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUhUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Hayley,Tuesday,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iJUAR,,000000476,a1Y4W000002r0boUAA,,0034W00002DpodZQAR,partner@mainiliator.com,FON - Partner Contact,false,false,partner@mainiliator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUiUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,FON - Partner,Contact,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpodZQAR,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iKUAR,,000000477,a1Y4W000002r0boUAA,,0034W00002DpodzQAB,duck@mailinator.com,Donald Ruiz,false,false,druiz@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUjUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Donald,Duck,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpodzQAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iLUAR,,000000478,a1Y4W000002r0boUAA,,0034W00002DpodTQAR,sandler@mailinator.com,Adam Sandler,false,false,sandler@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUkUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Adam,Sandler,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpodTQAR,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iMUAR,,000000479,a1Y4W000002r0boUAA,,0034W00002Dpoe0QAB,danjaneyulu0@gmail.com,David Albricci,false,false,dalbricci@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUlUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Das Anjaneyulu,Darla,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002Dpoe0QAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iNUAR,,000000481,a1Y4W000002r0boUAA,,0034W00002DpodbQAB,bobkelly@mailinator.com,Bob Kelley,false,false,bobkelly@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUnUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Bob,Kelley,,,,Press Conference - Invite Only (Community Event),Press Conference - Invite Only (Community Event),Registration Pass,,a1Y4W000002r0boUAA,,0034W00002DpodbQAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iOUAR,,000000482,a1Y4W000002r0boUAA,,0034W00002DpodfQAB,ettabrown@mailinator.com,Etta Brown,false,false,ettabrown@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUoUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Etta,Brown,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpodfQAB,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iPUAR,,000000483,a1Y4W000002r0boUAA,,0034W00002DpofJQAR,davidbrown@mailinator.com,David Brown,false,false,davidbrown@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUpUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,David,Brown,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpofJQAR,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iQUAR,,000000484,a1Y4W000002r0boUAA,,0034W00002DpofKQAR,bessweber@mailinator.com,Bess Weber,false,false,bessweber@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUqUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Bess,Weber,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpofKQAR,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iRUAR,,000000485,a1Y4W000002r0boUAA,,0034W00002DpofLQAR,garyflowers@mailinator.com,Gary Flowers,false,false,garyflowers@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUrUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Gary,Flowers,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpofLQAR,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iSUAR,,000000486,a1Y4W000002r0boUAA,,0034W00002DpofMQAR,linniesimon@mailinator.com,Linnie Simon,false,false,linniesimon@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUsUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Linnie,Simon,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpofMQAR,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iTUAR,,000000487,a1Y4W000002r0boUAA,,0034W00002DpofNQAR,danielfields@mailinator.com,Daniel Fields,false,false,danielfields@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUtUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Daniel,Fields,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpofNQAR,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iUUAR,,000000488,a1Y4W000002r0boUAA,,0034W00002DpofOQAR,jacobbrown@mailinator.com,Jacob Brown,false,false,jacobbrown@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUuUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Jacob,Brown,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpofOQAR,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iVUAR,,000000489,a1Y4W000002r0boUAA,,0034W00002DpofPQAR,cordeliaclarke@mailinator.com,Cordelia Clarke,false,false,cordeliaclarke@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUvUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Cordelia,Clarke,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpofPQAR,,,,a1j4W00000SEaFxQAL,,
a1W4W00000Aq8iWUAR,,000000490,a1Y4W000002r0boUAA,,0034W00002DpofQQAR,margueritepotter@mailinator.com,Marguerite Potter,false,false,margueritepotter@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W6A000001umUwUAI&event=a1Y6A000002a2ZGUAY,,,false,Invited,a1j4W00000SEaFxQAL,0,false,Sent,false,false,false,true,2019-02-18T18:22:20.000+0000,,false,,false,Marguerite,Potter,,,,Press Conference - Invite Only (Community Event),,,,a1Y4W000002r0boUAA,,0034W00002DpofQQAR,,,,a1j4W00000SEaFxQAL,,
