Id,Name,External_Id__c,OrderApi__Receipt__c,OrderApi__Activation_Date__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice_Balance_Due__c,OrderApi__Invoice_Customer_Link__c,OrderApi__Invoice_Due_Date__c,OrderApi__Invoice__c,OrderApi__Is_Refund__c,OrderApi__Is_Renewal__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Receipt_Line__c,OrderApi__Contact__c,OrderApi__Invoice_Line__c,OrderApi__EPayment_Line__c,OrderApi__Foreign_Key__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Sales_Order_Line__c,OrderApi__Item_Name__c,OrderApi__Sales_Order__c,Source_Code__c,OrderApi__Receipt__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,OrderApi__Receipt_Line__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a1D4W0000061usdUAA,0000002942,1430,a1E4W00000DtYICUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,true,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,false,a1C4W00000845KmUAI,1,600,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,a1R4W000004PyfNUAS,,600,false,0,600,false,a1D4W0000061uscUAA,0034W00002DpodfQAB,,,,,,,,,345,FON-International Association,a104W00000G3d1EQAR,,155,700,545,a1R4W000004PyfNUAS,,1429,98,,,,
a1D4W0000061useUAA,0000002943,1431,a1E4W00000DtYIDUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGNQA4,a154W00000926RkQAI,Company Membership,5000,false,a1C4W00000845LAUAY,1,5000,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,,,5000,false,0,5000,false,,0034W00002DpodfQAB,,,,,,,,,346,FON-International Association,a104W00000G3d1EQAR,,159,649,474,,,,98,,,,
a1D4W0000061usjUAA,0000002944,1432,a1E4W00000DtYIHUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGVQA4,a154W00000926RYQAY,Full Conference Pass,100,false,a1C4W00000845LCUAY,1,100,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,100,false,0,100,false,,0034W00002DpodbQAB,,,,,,,,,347,FON-International Association,a104W00000G3d1EQAR,,127,415,179,,,,272,,,,
a1D4W0000061ut3UAA,0000002987,1433,a1E4W00000DtYIZUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1iQAB,0,,,,false,false,false,a134W000009DZGPQA4,a154W00000926SiQAI,Donation 100,100,false,a1C4W00000845LGUAY,1,100,,Sarah Taylor,,,,,,,100,false,0,100,false,,0034W00002DpodgQAB,,,,,,,,,320,FON-International Association,a104W00000G3d1iQAB,,154,692,537,,,,287,,,,
a1D4W0000061ut4UAA,0000002988,1434,a1E4W00000DtYIZUA3,2019-01-09,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,false,a1C4W00000845KlUAI,1,900,,Sarah Taylor,,,,,a1R4W000004PyfNUAS,,900,false,0,900,false,,0034W00002DpodgQAB,,,,,,,,,320,FON-International Association,a104W00000G3d1fQAB,,155,96,613,a1R4W000004PyfNUAS,,,287,,,,
a1D4W0000061ut5UAA,0000002989,1435,a1E4W00000DtYIZUA3,2019-01-09,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KOUAY,1,90,,Sarah Taylor,,,,,a1R4W000004PyfNUAS,,90,false,0,90,false,a1D4W0000061ut4UAA,0034W00002DpodgQAB,,,,,,,,,320,FON-International Association,a104W00000G3d1fQAB,,155,701,547,a1R4W000004PyfNUAS,,1434,287,,,,
a1D4W0000061ut6UAA,0000002990,1436,a1E4W00000DtYIZUA3,2019-01-09,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,false,,1,0,,Sarah Taylor,,,,,a1R4W000004PyfNUAS,,0,false,0,0,false,a1D4W0000061ut4UAA,0034W00002DpodgQAB,,,,,,,,,320,FON-International Association,a104W00000G3d1fQAB,,155,700,,a1R4W000004PyfNUAS,,1434,287,,,,
a1D4W0000061ut7UAA,0000002991,1437,a1E4W00000DtYIaUAN,2019-01-09,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,false,a1C4W00000845KlUAI,1,900,,Neal Vyas,,,,,a1R4W000004PyfNUAS,,900,false,0,900,false,,0034W00002DpodiQAB,,,,,,,,,348,FON-International Association,a104W00000G3d1fQAB,,155,96,613,a1R4W000004PyfNUAS,,,289,,,,
a1D4W0000061ut8UAA,0000002992,1438,a1E4W00000DtYIaUAN,2019-01-09,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KOUAY,1,90,,Neal Vyas,,,,,a1R4W000004PyfNUAS,,90,false,0,90,false,a1D4W0000061ut7UAA,0034W00002DpodiQAB,,,,,,,,,348,FON-International Association,a104W00000G3d1fQAB,,155,701,547,a1R4W000004PyfNUAS,,1437,289,,,,
a1D4W0000061ut9UAA,0000002993,1439,a1E4W00000DtYIaUAN,2019-01-09,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,false,,1,0,,Neal Vyas,,,,,a1R4W000004PyfNUAS,,0,false,0,0,false,a1D4W0000061ut7UAA,0034W00002DpodiQAB,,,,,,,,,348,FON-International Association,a104W00000G3d1fQAB,,155,700,,a1R4W000004PyfNUAS,,1437,289,,,,
a1D4W0000061utAUAQ,0000002994,1440,a1E4W00000DtYIbUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926R3QAI,Baseball Hat,25,false,a1C4W00000845KQUAY,1,25,Walsall,Caroline Qureshi,United Kingdom,WS9 0QF,England,,,,25,false,0,25,false,,0034W00002Dpoh2QAB,,,,,,,,,349,FON-International Association,a104W00000G3d1HQAR,,152,688,230,,,,291,,,,
a1D4W0000061utBUAQ,0000002995,1441,a1E4W00000DtYIbUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGFQA4,a154W00000926SjQAI,Fedex Regular(0-25 pounds) - International Shipping,5,false,a1C4W00000845LHUAY,1,5,Walsall,Caroline Qureshi,United Kingdom,WS9 0QF,England,,,,5,false,0,5,false,,0034W00002Dpoh2QAB,,,,,,,,,349,FON-International Association,a104W00000G3d1HQAR,,151,91,570,,,,291,,,,
a1D4W0000061upGUAQ,0000003113,1442,a1E4W00000DtYA7UAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1hQAB,0,,,,false,false,false,a134W000009DZGMQA4,a154W00000926R2QAI,Show off your association pride by sponsoring our annual conference at the gold level.,10000,false,a1C4W00000845KqUAI,2,10000,,bob kelley,,,,,,,20000,false,0,20000,false,,0034W00002Dpoe6QAB,,a0y4W00000VRkyWQAT,1YFGnXWD74JARBH8ABhYhBU6AqKsol,,a1I4W00000HFZkKUAX,,,,315,FON-International Association,a104W00000G3d1hQAB,,129,685,227,,,,4,,193,1024,
a1D4W0000061upHUAQ,0000003114,1443,a1E4W00000DtYA8UAN,2020-01-01,true,a0o4W00000M5SknQAF,true,2020-12-31,a104W00000G3d1eQAB,0,,,,false,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,false,a1C4W00000845KMUAY,1,2500,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,2500,false,0,2500,false,,0034W00002DpodbQAB,,a0y4W00000VRkvxQAD,gyFIFSU6XCNF536Wk7dFsporM1z2Eq,,a1I4W00000HFZkZUAX,,,,67,FON-International Association,a104W00000G3d1eQAB,,159,648,473,a1R4W000004PyfNUAS,163,,272,,353,1165,
a1D4W0000061upIUAQ,0000003115,1444,a1E4W00000DtYA9UAN,2019-11-05,true,a0o4W00000M5SknQAF,true,2020-11-04,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,,Ellen Example_ReJoin,,,,,a1R4W000004PyfOUAS,,300,false,0,300,false,,0034W00002DpocbQAB,,a0y4W00000VRkvyQAD,Y9DDImLWXxviUiba7wqKY5cjLxRo8D,,,,,,68,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfOUAS,,,6,,354,,
a1D4W0000061upJUAQ,0000003116,1445,a1E4W00000DtYAAUA3,2019-07-01,true,a0o4W00000M5SknQAF,true,2020-06-30,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,,Ellen Example_ReJoin,,,,,a1R4W000004PyfOUAS,,300,false,0,300,false,,0034W00002DpocbQAB,,a0y4W00000VRkvzQAD,sQ9tk30DoGuI6bXksh6uq7FClYOtIB,,a1I4W00000HFZkaUAH,,,,69,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfOUAS,,,6,,355,1166,
a1D4W0000061upKUAQ,0000003117,1446,a1E4W00000DtYABUA3,2018-07-01,true,a0o4W00000M5SknQAF,true,2019-06-30,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,,FON Example_ReJoin,,,,,a1R4W000004PyfOUAS,,300,false,0,300,false,,0034W00002Dpoe8QAB,,a0y4W00000VRkw0QAD,Amz8bPLyf703m5YXetxK7PvPHbfv8p,,a1I4W00000HFZkbUAH,,,,70,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfOUAS,,,7,,356,1295,
a1D4W0000061upLUAQ,0000003118,1447,a1E4W00000DtYACUA3,2018-07-01,false,a0o4W00000M5SknQAF,true,2019-06-30,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,,Fon Example_ReJoin,,,,,a1R4W000004PyfOUAS,,300,false,0,300,false,,0034W00002DpoccQAB,,a0y4W00000VRkw1QAD,BEXaM6K2iTJLjH62hVIBpyKn0srV37,,a1I4W00000HFZkcUAH,,,,71,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfOUAS,,,8,,357,1296,
a1D4W0000061upMUAQ,0000003119,1448,a1E4W00000DtYADUA3,2019-11-05,true,a0o4W00000M5SknQAF,true,2020-11-04,a104W00000G3d1fQAB,0,,,,false,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,,Fon Example_ReJoin,,,,,a1R4W000004PyfOUAS,a1S4W000004D1SEUA0,300,false,0,300,false,,0034W00002DpoccQAB,,a0y4W00000VRkw2QAD,RNAlu8P9KevMnb4McQ8aN8ZpqY03Tw,,a1I4W00000HFZkdUAH,,,,72,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfOUAS,4,,8,,358,1297,
a1D4W0000061upNUAQ,0000003120,1449,a1E4W00000DtYADUA3,2019-11-05,true,a0o4W00000M5SknQAF,true,2020-11-04,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KOUAY,1,90,,Fon Example_ReJoin,,,,,a1R4W000004PyfOUAS,,90,false,0,90,false,a1D4W0000061upMUAQ,0034W00002DpoccQAB,,a0y4W00000VRkw3QAD,EY800898RRHqU02IcMAahdKpznR5ki,RNAlu8P9KevMnb4McQ8aN8ZpqY03Tw,a1I4W00000HFZkeUAH,,,,72,FON-International Association,a104W00000G3d1fQAB,,155,701,547,a1R4W000004PyfOUAS,,1448,8,,359,1298,
a1D4W0000061upOUAQ,0000003121,1450,a1E4W00000DtYAEUA3,2019-11-11,true,a0o4W00000M5SknQAF,true,2020-11-10,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,,Fon Example_ReJoin,,,,,a1R4W000004PyfOUAS,,300,false,0,300,false,,0034W00002DpoccQAB,,a0y4W00000VRkw4QAD,0px8V7fr76p5fEYAEHs2ymZmEfjpm0,,a1I4W00000HFZkgUAH,,,,101,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfOUAS,,,8,,360,1300,
a1D4W0000061upPUAQ,0000003122,1451,a1E4W00000DtYAFUA3,2020-09-20,true,a0o4W00000M5SknQAF,true,2021-09-19,a104W00000G3d1fQAB,0,,,,false,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a1R4W000004PyfOUAS,a1S4W000004D1TcUAK,300,false,0,300,false,,0034W00002DpodbQAB,,a0y4W00000VRkw5QAD,EIWkKoLzNbW1zckhAzIww20HzSM2dH,,a1I4W00000HFZkhUAH,,,,102,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfOUAS,99,,272,,361,1301,
a1D4W0000061upQUAQ,0000003123,1452,a1E4W00000DtYAGUA3,2021-11-05,true,a0o4W00000M5SknQAF,true,2022-11-04,a104W00000G3d1fQAB,0,,,,false,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,,Fon Example_ReJoin,,,,,a1R4W000004PyfOUAS,a1S4W000004D1SEUA0,300,false,0,300,false,,0034W00002DpoccQAB,,a0y4W00000VRkw6QAD,4VpdTvI10c5XWRN6YrxWoA4qitPPam,,a1I4W00000HFZkiUAH,,,,103,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfOUAS,4,,8,,362,1302,
a1D4W0000061upRUAQ,0000003124,1453,a1E4W00000DtYAGUA3,2021-11-05,true,a0o4W00000M5SknQAF,true,2023-11-04,a104W00000G3d1fQAB,0,,,,false,true,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KOUAY,1,90,,Fon Example_ReJoin,,,,,a1R4W000004PyfOUAS,,90,false,0,90,false,a1D4W0000061upQUAQ,0034W00002DpoccQAB,,a0y4W00000VRkw7QAD,EkQU0XY9ahkiZ5nvM5T9mLY8OiUMRO,4VpdTvI10c5XWRN6YrxWoA4qitPPam,a1I4W00000HFZkjUAH,,,,103,FON-International Association,a104W00000G3d1fQAB,,155,701,547,a1R4W000004PyfOUAS,,1452,8,,363,1303,
a1D4W0000061upSUAQ,0000003125,1454,a1E4W00000DtYAHUA3,2021-09-20,true,a0o4W00000M5SknQAF,true,2022-09-19,a104W00000G3d1fQAB,0,,,,false,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a1R4W000004PyfOUAS,a1S4W000004D1TcUAK,300,false,0,300,false,,0034W00002DpodbQAB,,a0y4W00000VRkw8QAD,eyWBeC1MFLUA4iJG2VDVxwUAGPMF5C,,a1I4W00000HFZkkUAH,,,,104,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfOUAS,99,,272,,364,1304,
a1D4W0000061upTUAQ,0000003126,1455,a1E4W00000DtYAHUA3,2021-09-20,true,a0o4W00000M5SknQAF,true,2022-09-19,a104W00000G3d1fQAB,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KPUAY,1,60,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a1R4W000004PyfOUAS,,60,false,0,60,false,a1D4W0000061upSUAQ,0034W00002DpodbQAB,,a0y4W00000VRkw9QAD,vxfOWxYCMj0fkxF5RVg5NWmH4msmL2,eyWBeC1MFLUA4iJG2VDVxwUAGPMF5C,a1I4W00000HFZklUAH,,,,104,FON-International Association,a104W00000G3d1fQAB,,155,701,616,a1R4W000004PyfOUAS,,1454,272,,365,1305,
a1D4W0000061uurUAA,0000001346,1456,a1E4W00000DtYBcUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGhQAO,a154W00000926SNQAY,Sponsor Registration 2014 Conference,150,true,,1,150,Los Alamos,David Tyler,United States,87544,New Mexico,1981 41st St,,,150,false,0,150,false,,0034W00002DpofrQAB,,,,,,,,,430,FON-International Association,a104W00000G3d1EQAR,,130,418,,,,,202,,,,
a1D4W0000061uusUAA,0000001347,1457,a1E4W00000DtYBcUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926RzQAI,Session 4a: Building Successful Teams,0,true,,1,0,Los Alamos,David Tyler,United States,87544,New Mexico,1981 41st St,,,0,false,0,0,false,,0034W00002DpofrQAB,,,,,,,,,430,FON-International Association,a104W00000G3d1EQAR,,131,560,,,,,202,,,,
a1D4W0000061uutUAA,0000001348,1458,a1E4W00000DtYBcUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926SBQAY,Networking Breakfast,15,true,,1,15,Los Alamos,David Tyler,United States,87544,New Mexico,1981 41st St,,,15,false,0,15,false,,0034W00002DpofrQAB,,,,,,,,,430,FON-International Association,a104W00000G3d1EQAR,,131,598,,,,,202,,,,
a1D4W0000061uuuUAA,0000001349,1459,a1E4W00000DtYBcUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S6QAI,Season 6: A Step Ahead: Anticipating Change,0,true,,1,0,Los Alamos,David Tyler,United States,87544,New Mexico,1981 41st St,,,0,false,0,0,false,,0034W00002DpofrQAB,,,,,,,,,430,FON-International Association,a104W00000G3d1EQAR,,131,600,,,,,202,,,,
a1D4W0000061uuvUAA,0000001350,1460,a1E4W00000DtYBcUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Welcome Breakfast,0,true,,1,0,Los Alamos,David Tyler,United States,87544,New Mexico,1981 41st St,,,0,false,0,0,false,,0034W00002DpofrQAB,,,,,,,,,430,FON-International Association,a104W00000G3d1EQAR,,,,,,,,202,,,,
a1D4W0000061uuwUAA,0000001351,1461,a1E4W00000DtYBcUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Lunch,0,true,,1,0,Los Alamos,David Tyler,United States,87544,New Mexico,1981 41st St,,,0,false,0,0,false,,0034W00002DpofrQAB,,,,,,,,,430,FON-International Association,a104W00000G3d1EQAR,,,,,,,,202,,,,
a1D4W0000061uuxUAA,0000001352,1462,a1E4W00000DtYBdUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Show off your association pride by sponsoring our annual conference at the gold level.,0,true,,1,10000,Arlington,Bob Kelley,United States,22201,Virginia,932 N Kenmore St,,,10000,false,0,10000,false,,0034W00002DpodbQAB,,,,,,,,,431,FON-International Association,a104W00000G3d1EQAR,,,,,,,,272,,,,
a1D4W0000061uuyUAA,0000001353,1463,a1E4W00000DtYBeUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,a154W00000926STQAY,Show off your association pride by sponsoring our annual conference at the silver level.,7500,true,,1,7500,Northeast,Aaron Marsh,United States,20017,District of Columbia,3110 10th street,,,7500,false,0,7500,false,,0034W00002DpofmQAB,,,,,,,,,432,FON-International Association,a104W00000G3d1EQAR,,,683,,,,,139,,,,
a1D4W0000061uuzUAA,0000001354,1464,a1E4W00000DtYBfUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926R4QAI,Mug,40,true,,1,40,Muskegon,Max Foxworth,United States,49444,Michigan,3368 Black Creek Rd,,,40,false,0,40,false,,0034W00002Dpof9QAB,,,,,,,,,433,FON-International Association,a104W00000G3d1EQAR,,152,563,,,,,154,,,,
a1D4W0000061uv0UAA,0000001355,1465,a1E4W00000DtYBfUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Muskegon,Max Foxworth,United States,49444,Michigan,3368 Black Creek Rd,,,0,false,0,0,false,,0034W00002Dpof9QAB,,,,,,,,,433,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,154,,,,
a1D4W0000061uv1UAA,0000001356,1466,a1E4W00000DtYBgUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,a154W00000926SSQAY,Show off your association pride by sponsoring our annual conference at the bronze level.,5000,true,,1,5000,Bern,Barbara Francis,Switzerland,,,Zahringerstrasse 13A,,,5000,false,0,5000,false,,0034W00002DpofzQAB,,,,,,,,,434,FON-International Association,a104W00000G3d1EQAR,,,684,,,,,211,,,,
a1D4W0000061uv2UAA,0000001357,1467,a1E4W00000DtYBhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGhQAO,a154W00000926SNQAY,Sponsor Registration 2014 Conference,150,true,,1,150,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,,,150,false,0,150,false,,0034W00002DpofQQAR,,,,,,,,,435,FON-International Association,a104W00000G3d1EQAR,,130,418,,,,,172,,,,
a1D4W0000061uv3UAA,0000001358,1468,a1E4W00000DtYBhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 2a: Creative Brainstorming Methods,0,true,,1,0,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofQQAR,,,,,,,,,435,FON-International Association,a104W00000G3d1EQAR,,,,,,,,172,,,,
a1D4W0000061uv4UAA,0000001359,1469,a1E4W00000DtYBhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 2b: Quality Assurance in Modern Organizations,0,true,,1,40,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,,,40,false,0,40,false,,0034W00002DpofQQAR,,,,,,,,,435,FON-International Association,a104W00000G3d1EQAR,,,,,,,,172,,,,
a1D4W0000061uv5UAA,0000001360,1470,a1E4W00000DtYBhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 3: Round Table,0,true,,1,0,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofQQAR,,,,,,,,,435,FON-International Association,a104W00000G3d1EQAR,,,,,,,,172,,,,
a1D4W0000061uv6UAA,0000001361,1471,a1E4W00000DtYBhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 4b: How to Lead and Follow,0,true,,1,0,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofQQAR,,,,,,,,,435,FON-International Association,a104W00000G3d1EQAR,,,,,,,,172,,,,
a1D4W0000061uv7UAA,0000001362,1472,a1E4W00000DtYBhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S1QAI,Executive Reception & Dinner,25,true,,1,25,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,,,25,false,0,25,false,,0034W00002DpofQQAR,,,,,,,,,435,FON-International Association,a104W00000G3d1EQAR,,131,597,,,,,172,,,,
a1D4W0000061uv8UAA,0000001363,1473,a1E4W00000DtYBhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S8QAI,Season 5: Managing Complex Projects,0,true,,1,0,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofQQAR,,,,,,,,,435,FON-International Association,a104W00000G3d1EQAR,,131,599,,,,,172,,,,
a1D4W0000061uv9UAA,0000001364,1474,a1E4W00000DtYBhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S6QAI,Season 6: A Step Ahead: Anticipating Change,0,true,,1,0,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofQQAR,,,,,,,,,435,FON-International Association,a104W00000G3d1EQAR,,131,600,,,,,172,,,,
a1D4W0000061uzqUAA,0000001655,1475,a1E4W00000DtYClUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Redford,Rose Brixton,United States,48240,Michigan,19343 Norborne,,,0,false,0,0,false,,0034W00002DpodsQAB,,,,,,,,,9,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,156,,,,
a1D4W0000061uzrUAA,0000001656,1476,a1E4W00000DtYCmUAN,2014-10-04,true,a0o4W00000M5SknQAF,true,2114-10-04,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,Loysburg,Nicholas Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,,,25,false,0,25,false,,0034W00002Dpog2QAB,,,,,,,,,10,FON-International Association,a104W00000G3d1EQAR,,155,609,,,,,214,,,,
