Id,IsDeleted,MasterRecordId,AccountId,LastName,FirstName,Salutation,Name,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,OtherAddress,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,HasOptedOutOfFax,DoNotCall,CreatedDate,LastModifiedDate,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,LastViewedDate,LastReferencedDate,EmailBouncedReason,EmailBouncedDate,IsEmailBounced,PhotoUrl,Jigsaw,JigsawContactId,IndividualId,PagesApi__Site__c,OrderApi__Annual_Engagement_Score__c,OrderApi__Assistant_Do_Not_Call__c,OrderApi__Assistant_Email_Opt_Out__c,OrderApi__Assistant_Email__c,OrderApi__Badges__c,OrderApi__Home_Do_Not_Call__c,OrderApi__Is_Primary_Contact__c,OrderApi__Lifetime_Engagement_Score__c,OrderApi__Mobile_Do_Not_Call__c,OrderApi__Other_Do_Not_Call__c,OrderApi__Other_Email_Opt_Out__c,OrderApi__Other_Email__c,OrderApi__Outstanding_Credits__c,OrderApi__Personal_Email_Opt_Out__c,OrderApi__Personal_Email__c,OrderApi__Potential_Duplicate_Contacts__c,OrderApi__Preferred_Email_Type__c,OrderApi__Preferred_Email__c,OrderApi__Preferred_Phone_Type__c,OrderApi__Preferred_Phone__c,OrderApi__Price_Rules_Usages__c,OrderApi__Sync_Address_Billing__c,OrderApi__Sync_Address_Shipping__c,OrderApi__Sync_Email__c,OrderApi__Sync_Phone__c,OrderApi__Work_Do_Not_Call__c,OrderApi__Work_Email_Opt_Out__c,OrderApi__Work_Email__c,OrderApi__Work_Phone__c,DonorApi__Active_Recurring_Gift__c,DonorApi__Auto_Calculate_Contact_Greetings__c,DonorApi__Auto_Calculate_Current_Ask_Amount__c,DonorApi__Current_Ask_Amount__c,DonorApi__Deceased__c,DonorApi__Default_Greeting_Type__c,DonorApi__Default_Greeting__c,DonorApi__Direct_Mail_Opt_Out__c,DonorApi__Do_Not_Solicit__c,DonorApi__First_Gift_Date__c,DonorApi__Formal_Greeting__c,DonorApi__Gift_Opportunities__c,DonorApi__Gifts_Outstanding__c,DonorApi__Gifts_Received__c,DonorApi__Gifts_Value__c,DonorApi__Include_in_Household_Greetings__c,DonorApi__Languages__c,DonorApi__Largest_Gift__c,DonorApi__Last_Gift_Amount__c,DonorApi__Last_Gift_Date__c,DonorApi__Personal_Greeting__c,DonorApi__Personal_Recognition_Name__c,DonorApi__Primary_Relationship_Manager__c,DonorApi__Primary__c,DonorApi__Spouse__c,DonorApi__Suffix__c,OrderApi__Privacy_Settings__c,PagesApi__Cookie_Usage_Accepted__c,OrderApi__Edit_Community_Company_Info__c,OrderApi__Preferred_Language__c,MiddleName,Suffix,OtherStateCode,OtherCountryCode,MailingStateCode,MailingCountryCode,GDO_Data_Region__c,SF_CONTACT__c,Member_Since__c,Annual_Donations__c,Lifetime_Donations__c,Annual_Total_Spent__c,Lifetime_Total_Spent__c,Customer_Portal_User__c,Active_Membership_Types__c,DirectoryApi__Directory_Opt_Out__c,Role__c,Save_the_Whales_Donation_Levels__c,AsklandMemorialScholarshipDonationLevels__c,Donation_Programs__c,I_agree_to_terms_and_Conditions_above__c,Resident__c,Attendee_Name__c,Do_you_require_any_accessibility_Accomod__c,FON_Are_you_a_Member__c,State_Chapter__c,Local_Chapter__c,FontevaReports__Languages__c,FontevaReports__Level__c,DRCTS__Directory_Preferences__c,Site_Network_ID__c,MasterRecord.Id,Account.Id,ReportsTo.Id,Individual.Name,PagesApi__Site__r.Name,DonorApi__Primary_Relationship_Manager__r.Id,DonorApi__Spouse__r.Id,Customer_Portal_User__r.Name
0034W00002AU8W0QAL,false,,0014W000021fm1DQAQ,Welch,Lloyd,,Lloyd Welch,545 5th St,Bremerton,District of Columbia,98337,United States,,,,[object Object],20544 US 23 N,Chillicothe,Ohio,45601,United States,39.452661,-82.971499,Block,(304)-563-5624,,(304)-563-5624,,,,,lloydwelch@mailinator.com,Deputy General Manager,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8W0QAL,,,,,,false,false,,FON-Organizational Member Badge,false,false,,false,false,false,,700,false,lloydwelch@mailinator.com,,Personal,lloydwelch@mailinator.com,Mobile,(304)-563-5624,"{""a1C1I000000DSOQUA4"":1}",false,false,false,false,false,false,lloydwelch@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,DC,US,OH,US,,0034W000029mQIAQA2,,,,200,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm1DQAQ,,,,,,
0034W00002AU8W1QAL,false,,0014W000021fm1DQAQ,Erickson,Ola,,Ola Erickson,138 East 12300 South,Draper,Utah,84020,United States,,,,[object Object],529 5th Ave,New York,New York,10017,United States,40.754429,-73.979683,Address,(856)-930-1241,,(856)-930-1241,,,,,olaerickson@mailinator.com,Department Head,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8W1QAL,,,,,25,false,false,,"FON-Annual Conference Attendee Badge,FON-Organizational Member Badge",false,true,25,false,false,false,,,false,olaerickson@mailinator.com,,Personal,olaerickson@mailinator.com,Mobile,(856)-930-1241,"{""a1C1I000000DSOsUAO"":1,""a1C1I000000DSOqUAO"":1,""a1C1I000000DSOmUAO"":1,""a1C1I000000DSOjUAO"":1,""a1C1I000000DSOfUAO"":1,""a1C1I000000DSOLUA4"":1,""a1C1I000000DSOhUAO"":1,""a1C1I000000DSOkUAO"":1,""a1C1I000000DSOoUAO"":1,""a1C1I000000DSOrUAO"":1}",false,false,true,true,false,false,olaerickson@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,UT,US,NY,US,,0034W000029mQIBQA2,2014-08-26,,,355,0,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm1DQAQ,,,,,,
0034W00002AU8W2QAL,false,,0014W000021fm07QAA,DiStaso,Alisa,,Alisa DiStaso,,,,,,,,,,,,,,,,,,,,,,,,,adistaso@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8W2QAL,,,,,,false,false,,,false,false,,false,false,false,,,false,adistaso@mailinator.com,,Personal,adistaso@mailinator.com,Mobile,,"{""a1C1I000000DSOdUAO"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQICQA2,,,,0,0,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8W3QAL,false,,0014W000021flzVQAQ,Wellington,Clifford,,Clifford Wellington,,,,,,,,,,,,,,,,,,,,,,,,,welly@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8W3QAL,,,,,,false,false,,,false,false,,false,false,false,,,false,welly@mailinator.com,,Personal,welly@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIDQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8W4QAL,false,,0014W000021flzVQAQ,Myers,Lisa,,Lisa Myers,,,,,,,,,,,,,,,,,,,,,,,,,lmyers@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8W4QAL,,,,,,false,false,,,false,false,,false,false,false,,,false,lmyers@mailinator.com,,Personal,lmyers@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIEQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8W5QAL,false,,0014W000021fm1EQAQ,Goodman,Bob,Mr.,Bob Goodman,,,,,,,,,,932 N Kenmore St,Arlington,Virginia,22201,United States,38.884071,-77.100456,Address,(703)-537-5428,,(703)-537-5428,,,,,bgoodman@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8W5QAL,,,,,0,false,false,,,false,true,100,false,false,false,,,false,bgoodman@mailinator.com,,Personal,bgoodman@mailinator.com,Mobile,(703)-537-5428,"{""a1C6A000001Bn7dUAC"":2}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,VA,US,,0034W000029mQIFQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm1EQAQ,,,,,,
0034W00002AU8W6QAL,false,,0014W000021flzVQAQ,Landsman,Kevin,,Kevin Landsman,,,,,,,,,,,,,,,,,,,,,,,,,kevinlandsman@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8W6QAL,,,,,,false,false,,,false,false,,false,false,false,,,false,kevinlandsman@mailinator.com,,Personal,kevinlandsman@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIGQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8W7QAL,false,,0014W000021flzVQAQ,Newman,Carol,,Carol Newman,,,,,,,,,,,,,,,,,,,,,,,,,carolnew@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8W7QAL,,,,,,false,false,,,false,false,,false,false,false,,,false,carolnew@mailinator.com,,Personal,carolnew@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIHQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8W8QAL,false,,0014W000021flzVQAQ,Jacobs,Ivana,,Ivana Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,ijacobs@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8W8QAL,,,,,,false,false,,,false,false,,false,false,false,,,false,ijacobs@mailinator.com,,Personal,ijacobs@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIIQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8W9QAL,false,,0014W000021flzVQAQ,Harris,Trevor,,Trevor Harris,,,,,,,,,,,,,,,,,,,,,,,,,tharris@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8W9QAL,,,,,,false,false,,,false,false,,false,false,false,,,false,tharris@mailinator.com,,Personal,tharris@mailinator.com,Mobile,,"{""a1C1I000000DSQgUAO"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIJQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WAQA1,false,,0014W000021fm07QAA,FON Receipts Contact,,,FON Receipts Contact,,,,,,,,,,,,,,,,,,,,,,,,,tabc@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WAQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,tabc@mailinator.com,,Personal,tabc@mailinator.com,Mobile,,"{""a1C1I000000DSQ6UAO"":1,""a1C1I000000DSQgUAO"":3,""a1C1I000000DSQCUA4"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIKQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8WBQA1,false,,0014W000021flzVQAQ,Crook,Thomas,,Thomas Crook,,,,,,,,,,,,,,,,,,,,,,,,,tcrook@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WBQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,tcrook@mailinator.com,,Personal,tcrook@mailinator.com,Mobile,,"{""a1C1I000000DSQMUA4"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQILQA2,,,,,,,Company Membership,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WCQA1,false,,0014W000021flzVQAQ,Gurley,Todd,,Todd Gurley,,,,,,,,,,,,,,,,,,,,,,,,,tgurl@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WCQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,tgurl@mailinator.com,,Personal,tgurl@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIMQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WDQA1,false,,0014W000021flzVQAQ,Lovely,Lola,,Lola Lovely,,,,,,,,,,,,,,,,,,,,,,,,,ll33@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WDQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,ll33@mailinator.com,,Personal,ll33@mailinator.com,Mobile,,"{""a1C1I000000DSQ6UAO"":1,""a1C1I000000DSQLUA4"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQINQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WEQA1,false,,0014W000021flzVQAQ,Parker,Lilly,,Lilly Parker,,,,,,,,,,,,,,,,,,,,,,,,,lpark99@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WEQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,lpark99@mailinator.com,,Personal,lpark99@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIOQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WFQA1,false,,0014W000021flzVQAQ,Jones,Paul,,Paul Jones,,,,,,,,,,,,,,,,,,,,,,,,,pj99@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WFQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,pj99@mailinator.com,,Personal,pj99@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIPQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8UjQAL,false,,0014W000021fm12QAA,Clintford,Clayton,,Clayton Clintford,3110 10th street,Northeast,District of Columbia,20017,United States,,,,[object Object],3110 10th street,Northeast,District of Columbia,20017,United States,38.928921,-76.992685,Address,(497)-707-9335,,(497)-707-9335,,,,,claytonclintford@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8UjQAL,,,,,25,false,false,,"FON-Annual Conference Attendee Badge,FON-Organizational Member Badge",false,true,25,false,false,false,,,false,claytonclintford@mailinator.com,,Personal,claytonclintford@mailinator.com,Mobile,(497)-707-9335,"{""a1C1I000000DSQUUA4"":2,""a1C1I000000DSPKUA4"":1,""a1C1I000000DSPCUA4"":1,""a1C1I000000DSOWUA4"":1,""a1C1I000000DSPGUA4"":1,""a1C1I000000DSPLUA4"":1,""a1C1I000000DSQEUA4"":1}",false,false,true,true,false,false,claytonclintford@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,DC,US,DC,US,,0034W000029mQGnQAM,2016-07-26,,,2530,150,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm12QAA,,,,,,
0034W00002AU8UkQAL,false,,0014W000021fm13QAA,Flannigan,Edna,,Edna Flannigan,20544 US 23 N,Chillicothe,Ohio,45601,United States,,,,[object Object],20544 US 23 N,Chillicothe,Ohio,45601,United States,39.452661,-82.971499,Block,(736)-683-4565,,(736)-683-4565,,,,,ednaflannigan@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8UkQAL,,,,,25,false,false,,FON-Annual Conference Attendee Badge,false,false,25,false,false,false,,,false,ednaflannigan@mailinator.com,,Personal,ednaflannigan@mailinator.com,Mobile,(736)-683-4565,"{""a1C1I000000DSQXUA4"":2,""a1C1I000000DSPMUA4"":1,""a1C1I000000DSPHUA4"":1,""a1C1I000000DSPCUA4"":1,""a1C1I000000DSPAUA4"":1,""a1C1I000000DSOWUA4"":1,""a1C1I000000DSPBUA4"":1,""a1C1I000000DSPEUA4"":1,""a1C1I000000DSPJUA4"":1,""a1C1I000000DSPNUA4"":1,""a1C1I000000DSQFUA4"":1}",false,false,false,false,false,false,ednaflannigan@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,OH,US,OH,US,,0034W000029mQGoQAM,2016-03-03,,,10,285,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm13QAA,,,,,,
0034W00002AU8UlQAL,false,,0014W000021fm13QAA,Flannigan,Sam,,Sam Flannigan,406 West Ave,Harrisonburg,Virginia,22801,United States,,,,[object Object],406 West Ave,Harrisonburg,Virginia,22801,United States,38.436086,-78.898927,Address,(636)-474-8644,,(636)-474-8644,,,,,samflannigan@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8UlQAL,,,,,0,false,false,,,false,false,0,false,false,false,,,false,samflannigan@mailinator.com,,Personal,samflannigan@mailinator.com,Mobile,(636)-474-8644,"{""a1C1I000000DSQGUA4"":1,""a1C1I000000DSQXUA4"":2,""a1C1I000000DSOOUA4"":1}",false,false,false,false,false,false,samflannigan@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,VA,US,VA,US,,0034W000029mQGpQAM,2015-06-22,,,120,300,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm13QAA,,,,,,
0034W00002AU8UmQAL,false,,0014W000021fm13QAA,Flannigan,Clara,,Clara Flannigan,1401 W Green St,Urbana,Illinois,61801,United States,,,,[object Object],1401 W Green St,Urbana,Illinois,61801,United States,40.110167,-88.227839,Block,(776)-351-3689,,(776)-351-3689,,,,,claraflannigan@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8UmQAL,,,,,25,false,false,,FON-Annual Conference Attendee Badge,false,true,25,false,false,false,,,false,claraflannigan@mailinator.com,,Personal,claraflannigan@mailinator.com,Mobile,(776)-351-3689,"{""a1C1I000000DSPfUAO"":1,""a1C1I000000DSPbUAO"":1,""a1C1I000000DSPZUA4"":1,""a1C1I000000DSPRUA4"":1,""a1C1I000000DSQUUA4"":2,""a1C1I000000DSOXUA4"":1,""a1C1I000000DSPYUA4"":1,""a1C1I000000DSPaUAO"":1,""a1C1I000000DSPcUAO"":1,""a1C1I000000DSQEUA4"":1}",false,false,true,true,false,false,claraflannigan@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,IL,US,IL,US,,0034W000029mQGqQAM,2015-04-06,,,30,2890,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm13QAA,,,,,,
0034W00002AU8UnQAL,false,,0014W000021fm0GQAQ,Brown,Rachel,,Rachel Brown,353 Baronne St,New Orleans,Louisiana,70112,United States,,,,[object Object],353 Baronne St,New Orleans,Louisiana,70112,United States,29.951288,-90.073067,Address,(391)-545-5223,,(391)-545-5223,,,,,rachelbrown@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8UnQAL,,,,,25,false,false,,FON-Annual Conference Attendee Badge,false,false,25,false,false,false,,,false,rachelbrown@mailinator.com,,Personal,rachelbrown@mailinator.com,Mobile,(391)-545-5223,"{""a1C1I000000DSQNUA4"":1,""a1C1I000000DSPJUA4"":1,""a1C1I000000DSPGUA4"":1,""a1C1I000000DSPEUA4"":1,""a1C1I000000DSPCUA4"":1,""a1C1I000000DSOVUA4"":1,""a1C1I000000DSPDUA4"":1,""a1C1I000000DSPFUA4"":1,""a1C1I000000DSPIUA4"":1,""a1C1I000000DSPPUA4"":1,""a1C1I000000DSQXUA4"":2}",false,false,false,false,false,false,rachelbrown@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,LA,US,LA,US,,0034W000029mQGrQAM,2015-09-11,,,,455,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm0GQAQ,,,,,,
0034W00002AU8TAQA1,false,,0014W000021fm0GQAQ,Brown,Etta,,Etta Brown,7868 E Via Marina,Scottsdale,Arizona,85258,United States,,,,[object Object],7868 E Via Marina,Scottsdale,Arizona,85258,United States,33.55317,-111.911306,Address,(448)-252-1985,,(448)-252-1985,,,,,ettabrown@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TAQA1,,,,,0,false,false,,FON-Individual Member Badge,false,true,100,false,false,false,,,false,ettabrown@mailinator.com,,Personal,ettabrown@mailinator.com,Mobile,(448)-252-1985,"{""a1C6A000001Bn7aUAC"":2,""a1C6A000001Bn7ZUAS"":2,""a1C1I000000DSQZUA4"":1,""a1C1I000000DSQIUA4"":1,""a1C1I000000DSOZUA4"":1,""a1C6A000001D4zMUAS"":3}",false,false,false,false,false,false,ettabrown@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,AZ,US,AZ,US,,0034W000029mQGsQAM,2013-07-23,,,100,100,,Student Membership,false,,,,,false,false,,,,,,,,,,,0014W000021fm0GQAQ,,,,,,
0034W00002AU8WGQA1,false,,0014W000021flzVQAQ,Andrews,Tom,,Tom Andrews,,,,,,,,,,,,,,,,,,,,,,,,,tandrews@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WGQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,tandrews@mailinator.com,,Personal,tandrews@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIQQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8WHQA1,false,,0014W000021flzVQAQ,Yamaguchi,Martin,,Martin Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,myamaguchi@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WHQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,myamaguchi@mailinator.com,,Personal,myamaguchi@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,0034W000029mQIRQA2,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
0034W00002AU8T9QAL,false,,0014W000021flzVQAQ,Barron,Terry,,Terry Barron,,,,,,,,,,,,,,,,,,,,,,,,,terry.barron@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8T9QAL,,,,,,false,false,,,false,false,,false,false,false,,,false,terry.barron@mailinator.com,,Personal,terry.barron@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzVQAQ,,,,,,
